螟沥家疙,斥/岿/老,雀瞒,荐缴(m),荐柯(∩),DO(Х/L),BOD(Х/L),COD(Х/L),努肺肺鞘 a(Х/З),TN(Х/L),TP(Х/L),TOC(Х/L),荐家捞柯丑档,其愁幅(Х/L),傈扁傈档档(レS/Н),醚措厘闭焙荐(醚措厘闭焙荐/100ml),墨靛古(Х/L),矫救(Х/L),吵(Х/L),6啊农芬(Х/L),厚家(Х/L),荐篮(Х/L),备府(Х/L),酒楷(Х/L),农芬(Х/L),聪奶(Х/L),官俘(Х/L),伎饭唇(Х/L),侩粮醚龙家(Х/L),鞠葛聪酒己 龙家(Х/L),龙魂己 龙家(Х/L),侩粮醚牢(Х/L),牢魂堪牢(Х/L),SS(Х/L),琼荤努肺肺亥哩 (Ф/L),盒盔己措厘闭焙荐,阂家(Х/L),祸档(Х/L),畴富琼魂眠免拱龙(Х/L),侩秦己噶埃(Х/L),侩秦己枚(Х/L),澜捞柯拌搁劝己力(Х/L),飘府努肺肺俊瓶坊 (Х/L),抛飘扼努肺肺俊瓶坊(Х/L),荤堪拳藕家,1.2-叼努肺肺俊藕(Х/L),叼努肺肺皋藕(Х/L),亥哩(Х/L),弃府农肺府匙捞萍飘厚其匆(Х/L),蜡扁牢(Х/L),救萍阁 (Х/L),努肺肺器抚 (Х/L),叼俊瓶琼角橇呕饭捞飘 (Х/L),1.4-促捞苛技牢 (Х/L),捧疙档(m),蜡樊(З/s),器抚舅单洒靛(Х/L)
林鞠达,2020-03-10,2雀瞒,103.4,7.4,10.4,0.6,3,1.7,0.857,0.006,2,6.7,0,75,50,,,,,,,,,,,,,0.847,0.004,0.782,0.003,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-03-17,3雀瞒,103.18,8.1,11.4,0.5,3,1.8,0.814,0.008,2.1,7.6,0,75,37,,,,,,,,,,,,,0.794,0.003,0.734,0.004,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-03-24,4雀瞒,102.91,8.3,11.5,0.8,3.2,2.1,0.836,0.007,2.1,7.7,0,75,40,,,,,,,,,,,,,0.823,0.002,0.689,0.002,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-03-31,5雀瞒,102.72,9.7,11,1.1,3,1.9,0.824,0.009,2.1,7.8,0,75,44,,,,,,,,,,,,,0.817,0.005,0.701,0.006,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-04-07,1雀瞒,102.45,9.8,11.2,0.5,3.3,1.5,0.813,0.006,2,8,0,76,34,0,0,0.00001,0,0.00054,0.0000003,,,,,,,0.808,0.005,0.686,0.005,0.003,1.4,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-04-14,2雀瞒,102.19,10.5,11.2,0.5,3.2,1.1,0.814,0.006,2,7.6,0,70,29,,,,,,,,,,,,,0.8,0.007,0.683,0.004,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-04-21,3雀瞒,102.17,10,10.8,0.5,3,0.9,0.829,0.007,2.1,7.8,0,71,41,,,,,,,,,,,,,0.815,0.002,0.697,0.004,0.001,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-04-28,4雀瞒,102,10.2,10.8,0.5,3.6,1.4,0.808,0.007,2.1,7.7,0,71,40,,,,,,,,,,,,,0.777,0.001,0.675,0.005,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-05-04,1雀瞒,101.7,12,9.8,0.6,3.2,1.3,0.831,0.008,2,8,0,72,49,0,0,0,0,0.00045,0,,,,,,,0.811,0.005,0.657,0.004,0.001,1.3,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-05-12,2雀瞒,101.88,12.7,9.8,0.6,2.9,2.2,0.805,0.006,2,7.6,0,71,38,,,,,,,,,,,,,0.787,0.008,0.655,0.004,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-05-19,3雀瞒,101.81,13.1,9.2,0.5,3.2,0.7,0.815,0.008,2.1,7.9,0,73,69,,,,,,,,,,,,,0.804,0.011,0.643,0.005,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-05-26,4雀瞒,101.54,14.1,8.8,0.6,3,1.3,0.789,0.008,2,8.1,0,74,33,,,,,,,,,,,,,0.779,0.021,0.632,0.006,0.003,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-06-02,1雀瞒,101.2,14.9,8.7,0.6,3.1,0.9,0.778,0.007,1.9,7.4,0,74,28,0,0,0.00002,0,0.00055,0,,,,,,,0.766,0.03,0.614,0.003,0,0.9,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-06-09,2雀瞒,100.87,16.8,8,0.7,3.3,0.8,0.814,0.006,2.1,7.2,0,75,33,,,,,,,,,,,,,0.799,0.061,0.582,0.005,0.002,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-06-16,3雀瞒,101.18,17.6,8.4,0.7,3.1,1.2,0.758,0.007,1.9,7.6,0,75,35,,,,,,,,,,,,,0.75,0.027,0.596,0.006,0.003,0.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-06-23,4雀瞒,101.97,17.9,7.6,0.6,2.8,1.1,0.778,0.01,2.1,7.1,0,75,16,,,,,,,,,,,,,0.748,0.136,0.546,0.007,0.003,0.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-07-07,1雀瞒,102.78,17.6,7.5,1,3.4,4.1,0.769,0.011,2.3,7.3,0,77,25,0,0,0,0,0.00064,0.0000002,,,,,,,0.758,0.097,0.49,0.007,0.003,1.7,,0,,,,,,0,,,,,,,0,0,0,,,,,,
林鞠达,2020-07-14,2雀瞒,106.13,17.7,7.5,0.9,3.2,4,0.762,0.009,2.1,7.5,0,76,48,,,,,,,,,,,,,0.746,0.124,0.454,0.004,0.003,2.2,,11,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-07-21,3雀瞒,103.95,19.3,7.7,1.1,3.4,4.9,0.873,0.013,2.6,8,0,77,30,,,,,,,,,,,,,0.835,0.038,0.596,0.008,0.002,2.2,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-07-28,4雀瞒,106.31,18.7,7.8,1.3,4.3,11.3,0.887,0.017,3,8.2,0,79,77,,,,,,,,,,,,,0.861,0.124,0.518,0.011,0.004,3.4,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-08-04,1雀瞒,105.26,19.9,7.6,1.5,4.4,11.4,0.859,0.02,3.2,8.2,0,76,17,,,,,,,,,,,,,0.798,0.041,0.545,0.014,0.004,3.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-08-19,2雀瞒,105.39,20.6,7.6,1.4,4.6,12.2,0.865,0.032,2.6,7.7,0,69,133,0.00001,0,0.00005,0,0.00072,0,,,,,,,0.759,0.074,0.523,0.008,0.004,6.1,,5,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-08-25,3雀瞒,104.64,22,7.7,1,4.3,16,0.72,0.021,2.6,7.8,0,70,51,,,,,,,,,,,,,0.68,0.02,0.484,0.013,0.007,5.3,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-09-01,1雀瞒,105.21,21.6,7.2,1.4,4.7,22.6,0.816,0.025,2.8,7.1,0,67,73,,,,,,,,,,,,,0.768,0.029,0.511,0.015,0.009,5.3,,23,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-09-08,2雀瞒,103.23,20.4,6.1,1,3.8,7.1,0.841,0.022,2.2,6.4,0,65,92,0.00001,0,0.00005,0,0.00099,0,,,,,,,0.799,0.059,0.543,0.01,0.004,5.6,0,20,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
林鞠达,2020-09-15,3雀瞒,105.5,20,6.5,0.9,3.6,5.7,0.856,0.021,2,6.3,0,62,25,,,,,,,,,,,,,0.821,0.021,0.635,0.015,0.007,2.2,,6,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-09-22,4雀瞒,105.81,18.8,6.8,1.1,3.7,10.1,0.807,0.018,2.1,6.7,0,67,25,,,,,,,,,,,,,0.783,0.065,0.514,0.007,0.004,2.7,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-09-28,5雀瞒,105.79,19.6,7,1.4,3.9,5.3,0.834,0.02,2.2,6.7,0,67,7,,,,,,,,,,,,,0.724,0.136,0.476,0.006,0.001,2.9,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-10-06,1雀瞒,105.63,18.9,6,0.9,3.6,4.4,0.838,0.018,2,6.4,0,68,30,0.00001,0,0.00002,0,0.00106,0,,,,,,,0.79,0.18,0.586,0.005,0.001,2.5,,1,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-10-12,2雀瞒,105.46,18.9,6.4,1.4,3.7,5.9,0.844,0.016,1.9,6.4,0,68,25,,,,,,,,,,,,,0.784,0.213,0.473,0.005,0,2.9,,6,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-10-20,3雀瞒,105.21,18.9,5.9,0.9,3.6,5.4,0.842,0.014,1.9,6.9,0,68,37,,,,,,,,,,,,,0.801,0.127,0.534,0.007,0,2.4,,9,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-10-27,4雀瞒,105.01,17.8,5.5,0.9,3.5,3.5,0.914,0.018,2,6.8,0,73,12,,,,,,,,,,,,,0.894,0.305,0.458,0.007,0,2.5,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-11-03,1雀瞒,104.77,16.6,5.7,0.8,3.3,2.6,0.815,0.014,1.8,6.8,0,70,28,0,0,0,0,0.00086,0.0000001,,,,,,,0.781,0.201,0.476,0.006,0,2,,2,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-11-10,2雀瞒,104.51,16.6,7.3,0.6,3,3.2,0.755,0.011,1.8,6.9,0,66,67,,,,,,,,,,,,,0.728,0.038,0.552,0.005,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-11-17,3雀瞒,104.25,15.9,8,0.9,3.5,6.8,0.724,0.013,1.8,7,0,67,69,,,,,,,,,,,,,0.657,0.024,0.498,0.004,0,2.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-11-23,4雀瞒,104.13,15.2,8.2,1,3.1,4,0.671,0.013,1.7,7.2,0,73,65,,,,,,,,,,,,,0.615,0.072,0.438,0.005,0.003,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-12-01,1雀瞒,103.86,13.7,8.9,0.8,3.2,2.8,0.695,0.01,1.8,7.2,0,67,123,0,0,0,0,0.00079,0.0000001,,,,,,,0.672,0.005,0.552,0.004,0.001,1.3,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-12-08,2雀瞒,103.61,12.3,9.1,0.7,2.9,2.3,0.668,0.006,1.6,7.2,0,67,38,,,,,,,,,,,,,0.644,0.012,0.528,0.003,0.001,1.4,,5,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-12-14,3雀瞒,103.39,10.5,9.6,1.2,3.3,2.7,0.63,0.009,1.6,7.4,0,71,64,,,,,,,,,,,,,0.619,0.039,0.48,0.004,0,1.4,,5,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-12-22,4雀瞒,103.1,9,10.1,0.6,3.1,2.1,0.682,0.01,1.4,7.4,0,71,68,,,,,,,,,,,,,0.669,0.024,0.488,0.006,0.002,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-01-05,1雀瞒,102.58,7.5,10.6,0.7,2.7,2.1,0.651,0.006,2,7.4,0,70,57,,,,,,,,,,,,,0.645,0.012,0.485,0.004,0.002,1,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-01-11,2雀瞒,102.35,6.2,11.2,0.9,2.7,3,0.665,0.009,1.7,7.7,0,70,35,,,,,,,,,,,,,0.628,0.008,0.5,0.006,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-01-20,3雀瞒,101.96,6,11.4,0.8,2.5,3.6,0.626,0.006,1.8,7.7,0,70,13,0,0,0.00001,0,0.00079,0,,,,,,,0.619,0.013,0.497,0.001,0,1.1,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2021-01-26,4雀瞒,101.76,6.2,11.4,1,2.4,2.9,0.627,0.008,1.6,7.6,0,70,6,,,,,,,,,,,,,0.609,0.018,0.505,0.005,0.002,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-02-02,1雀瞒,101.54,5.4,11.6,0.7,2.7,2.7,0.658,0.007,1.6,7.5,0,71,14,0,0,0,0,0.00071,0.0000001,,,,,,,0.653,0.025,0.493,0.004,0.001,1.1,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2021-02-09,2雀瞒,101.22,5.9,11.6,0.8,2.7,2.7,0.698,0.008,2,7.5,0,73,18,,,,,,,,,,,,,0.673,0.018,0.524,0.005,0.002,1.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-02-16,3雀瞒,100.91,5.6,11.8,0.5,2.5,2.1,0.667,0.007,1.8,7.5,0,71,10,,,,,,,,,,,,,0.614,0.016,0.518,0.003,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-02-23,4雀瞒,100.58,5.6,12.1,0.6,2.5,2.3,0.668,0.007,2,7.8,0,71,30,,,,,,,,,,,,,0.654,0.014,0.519,0.003,0,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-03-03,1雀瞒,100.5,6.1,11.8,0.7,2.6,1.8,0.677,0.007,1.9,7.6,0,72,23,,,,,,,,,,,,,0.675,0.016,0.512,0.003,0.001,0.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-03-09,2雀瞒,100.48,7.2,11.7,0.8,2.5,1.9,0.676,0.007,2,7.4,0,72,2,0,0,0.00002,0,0.00079,0.0000001,,,,,,,0.648,0.015,0.523,0.004,0.001,0.7,0,0,,,,,,0,0,0,0,0,0,0,,,0.0001,0,,0,,,0
林鞠达,2021-03-16,3雀瞒,100.36,7.6,11.6,0.4,2.6,1.7,0.659,0.005,1.9,7.7,0,71,8,,,,,,,,,,,,,0.641,0.019,0.517,0.003,0.001,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-03-23,4雀瞒,100.2,7.8,11.4,0.5,2.5,2.1,0.671,0.004,2.1,7.6,0,72,4,,,,,,,,,,,,,0.652,0.014,0.527,0.002,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-03-30,5雀瞒,100.39,8.6,11.2,0.6,2.7,2.7,0.552,0.005,2,7.7,0,72,10,,,,,,,,,,,,,0.51,0.021,0.486,0.002,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-04-06,1雀瞒,100.24,9.4,11.1,0.6,2.7,3.4,0.677,0.009,1.9,7.8,0,72,9,0,0,0,0,0.00069,0,,,,,,,0.651,0.018,0.539,0.005,0.001,1.1,,1,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2021-04-13,2雀瞒,100.01,10,10.7,0.5,2.9,3.9,0.672,0.009,1.9,7.9,0,73,9,,,,,,,,,,,,,0.66,0.022,0.524,0.005,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-04-20,3雀瞒,99.79,9.6,10.9,0.6,2.7,3.9,0.65,0.008,1.8,7.8,0,73,2,,,,,,,,,,,,,0.645,0.01,0.53,0.006,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-04-27,4雀瞒,99.47,11,10.2,0.8,2.9,3.4,0.669,0.008,1.7,7.8,0,74,17,,,,,,,,,,,,,0.648,0.007,0.545,0.004,0,1.8,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-05-04,1雀瞒,99.16,10.8,10.2,0.8,2.9,5.2,0.702,0.009,1.9,7.9,0,74,4,,,,,,,,,,,,,0.662,0.017,0.541,0.006,0,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-05-11,2雀瞒,98.83,11.5,9.9,0.7,2.7,5.1,0.661,0.009,1.9,7.8,0,76,0,0,0,0.00003,0,0.00068,0.0000001,,,,,,,0.598,0.013,0.518,0.005,0.001,2,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2021-05-18,3雀瞒,98.56,12.2,9.4,1,3.2,7.9,0.719,0.008,2.4,7.7,0,77,35,,,,,,,,,,,,,0.68,0.016,0.65,0.002,0,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-05-25,4雀瞒,98.26,12.7,9.1,0.6,2.9,4.7,0.679,0.012,2.1,7.8,0,78,37,,,,,,,,,,,,,0.665,0.022,0.493,0.005,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-06-02,1雀瞒,97.84,14.3,8.7,1.3,3.6,7.7,0.69,0.008,2.4,8,0,81,72,0,0,0.00001,0,0.00068,0,,,,,,,0.646,0.029,0.51,0.004,0.001,2.5,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2021-06-08,2雀瞒,97.53,15.5,8.5,1.4,4.1,11.7,0.728,0.017,3.3,7.8,0,81,48,,,,,,,,,,,,,0.659,0.031,0.482,0.004,0.001,3.8,,23,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-06-15,3雀瞒,97.34,15.2,7.4,0.8,3.3,4.9,0.725,0.009,2.4,7.6,0,83,97,,,,,,,,,,,,,0.637,0.042,0.465,0.004,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-06-22,4雀瞒,96.98,15.9,7,0.8,3.2,4.3,0.681,0.008,2.3,7.8,0,84,31,,,,,,,,,,,,,0.663,0.06,0.412,0.006,0.001,1.4,,8,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-06-29,5雀瞒,96.54,16.1,6.5,0.8,3.2,3.1,0.659,0.007,2.2,7.7,0,86,9,,,,,,,,,,,,,0.63,0.074,0.418,0.006,0.001,1.6,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-07-08,1雀瞒,105.13,16.7,5.8,0.9,3.4,2.9,0.633,0.013,2.2,7.2,0,85,143,,,,,,,,,,,,,0.611,0.133,0.374,0.004,0.003,3,,29,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-07-13,2雀瞒,103.55,18.5,6.7,1.2,3.4,3.8,0.678,0.018,2.2,7.6,0,82,0,0.00001,0,0.00006,0,0.00097,0,,,,,,,0.644,0.071,0.439,0.01,0.005,4.3,,0,,,,,,0,,,,,,,0,0,0.0001,,,,,,
林鞠达,2021-07-20,3雀瞒,103.42,18.6,6.1,1.8,3.5,5.6,0.656,0.014,2.4,7.7,0,84,0,,,,,,,,,,,,,0.612,0.07,0.411,0.008,0.006,3.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-07-27,4雀瞒,102.9,19.3,6.6,1.5,3.3,4.1,0.7,0.022,2.6,7.9,0,75,0,,,,,,,,,,,,,0.686,0.039,0.474,0.02,0.014,2.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-08-03,1雀瞒,102.95,19.8,5.7,1.8,3.6,4.3,0.694,0.023,2.5,7.9,0,79,0,,,,,,,,,,,,,0.676,0.066,0.484,0.021,0.014,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-08-10,2雀瞒,103.29,20.1,5.7,1.4,3.7,3.7,0.688,0.017,2.5,8,0,81,0,0,0,0.00001,0,0.00096,0,,,,,,,0.663,0.112,0.464,0.012,0.006,2.2,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2021-08-18,3雀瞒,102.82,19.9,5.5,1.8,3.3,2.6,0.68,0.018,2.6,7.8,0,80,0,,,,,,,,,,,,,0.637,0.121,0.408,0.009,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-08-31,4雀瞒,103.6,20.6,5,1.5,3.3,2.2,0.647,0.015,2.5,7.4,0,78,0,,,,,,,,,,,,,0.608,0.132,0.398,0.007,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-09-07,1雀瞒,103.74,18.9,5.2,1.3,3.6,2.5,0.726,0.018,2.5,7,0,82,7,0,0,0,0,0.00094,0,,,,,,,0.652,0.272,0.311,0.006,0,1.9,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
林鞠达,2021-09-13,2雀瞒,103.52,19.5,5.1,1.3,3.3,2.4,0.728,0.023,2.4,7.3,0,79,0,,,,,,,,,,,,,0.661,0.17,0.37,0.009,0.001,2.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-09-23,3雀瞒,103.09,19.9,5.6,0.7,3.2,3.1,0.713,0.018,2.2,7.1,0,76,0,,,,,,,,,,,,,0.689,0.068,0.439,0.008,0.003,3.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-09-28,4雀瞒,102.89,19.8,5.4,0.6,3.3,3.1,0.698,0.014,2.3,7,0,76,0,,,,,,,,,,,,,0.669,0.162,0.39,0.006,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-10-06,1雀瞒,102.99,20.2,5.8,1.1,3.1,3.4,0.7,0.017,2.3,7.2,0,76,0,0,0,0,0,0.00085,0,,,,,,,0.661,0.215,0.36,0.009,0.004,2.2,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2021-10-13,2雀瞒,102.77,19.6,4.6,1.5,3.1,2.9,0.672,0.011,2.2,6.9,0,76,7,,,,,,,,,,,,,0.636,0.215,0.375,0.005,0.002,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-10-19,3雀瞒,102.54,19,5.6,1,3.3,2.8,0.689,0.016,2.4,6.8,0,76,0,,,,,,,,,,,,,0.653,0.27,0.311,0.006,0,2.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-10-26,4雀瞒,102.23,18.2,5.7,1.2,3.2,3,0.632,0.016,2.4,6.8,0,75,28,,,,,,,,,,,,,0.615,0.25,0.314,0.006,0.004,2.5,,19,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-11-02,1雀瞒,101.93,17.7,5.5,1.3,2.9,2.4,0.644,0.013,2.4,6.8,0,75,30,0,0,0,0,0.00036,0,,,,,,,0.607,0.255,0.293,0.007,0.004,2.7,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2021-11-09,2雀瞒,101.63,17.2,6.1,0.8,3,1.7,0.58,0.01,2.1,7,0,78,63,,,,,,,,,,,,,0.534,0.127,0.335,0.005,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-11-16,3雀瞒,101.36,16.5,6.8,1.6,2.9,2,0.564,0.007,2,7,0,78,66,,,,,,,,,,,,,0.526,0.12,0.319,0.004,0.002,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-11-23,4雀瞒,101.08,14.7,7.7,0.9,3,3,0.501,0.011,2.1,7.3,0,83,73,,,,,,,,,,,,,0.476,0.083,0.307,0.003,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-11-30,5雀瞒,100.77,14.2,8.1,0.7,2.9,1.9,0.549,0.008,1.9,7.1,0,81,107,,,,,,,,,,,,,0.498,0.023,0.37,0.004,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-12-07,1雀瞒,100.46,12.9,8.8,1.1,2.8,3.1,0.502,0.008,2.3,7.3,0,81,130,0,0,0,0,0.00049,0,,,,,,,0.466,0.026,0.363,0.003,0.001,1.7,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2021-12-14,2雀瞒,100.12,11.2,9.3,1.5,2.8,2.2,0.461,0.007,2.1,7.3,0,83,113,,,,,,,,,,,,,0.437,0.04,0.318,0.003,0.001,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2021-12-21,3雀瞒,99.78,11,9.5,0.9,2.8,1.1,0.485,0.007,1.9,7.5,0,82,115,,,,,,,,,,,,,0.465,0.057,0.333,0.002,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-01-04,1雀瞒,99.11,8,10.7,0.9,3,2.9,0.511,0.013,1.7,7.7,0,82,95,,,,,,,,,,,,,0.488,0.024,0.32,0.01,0.002,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-01-11,2雀瞒,98.78,7.1,10.8,1.7,2.6,2.9,0.508,0.003,2.3,7.5,0,82,51,0,0,0,0,0.0006,0,,,,,,,0.424,0.033,0.3,0,0,1.1,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2022-01-18,3雀瞒,98.41,6.5,11.3,1.1,3,3,0.499,0.009,2,7.7,0,81,23,,,,,,,,,,,,,0.487,0.031,0.342,0.004,0.001,1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-01-25,4雀瞒,98.07,6.2,11.3,1.4,2.7,2.8,0.467,0.012,1.8,7.5,0,82,13,,,,,,,,,,,,,0.448,0.027,0.358,0.008,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-02-03,1雀瞒,97.58,5.5,11.5,0.8,2.9,2.9,0.792,0.01,2,7.6,0,82,2,,,,,,,,,,,,,0.71,0.04,0.338,0.001,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-02-08,2雀瞒,97.3,5.4,11.4,1.2,2.8,2.5,0.507,0.012,2,7.6,0,82,45,0,0,0.00001,0,0.00066,0,,,,,,,0.49,0.035,0.331,0.007,0.002,0.8,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2022-02-15,3雀瞒,96.91,5,11.9,1.4,2.8,3.1,0.602,0.013,2.1,7.7,0,82,2,,,,,,,,,,,,,0.5,0.031,0.295,0.002,0.002,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-02-22,4雀瞒,96.49,5,12.8,1.3,3.2,2.7,0.489,0.01,2,7.7,0,83,1,,,,,,,,,,,,,0.473,0.03,0.299,0.004,0.004,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-03-02,1雀瞒,96.02,5.2,11.5,0.6,3.2,2.5,0.517,0.01,2.1,7.7,0,83,0,,,,,,,,,,,,,0.511,0.037,0.276,0.007,0.005,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-03-08,2雀瞒,95.76,5.8,12.2,1.4,3.2,2.6,0.516,0.011,2.1,7.6,0,83,0,0,0,0,0,0.00048,0,,,,,,,0.494,0.028,0.307,0.009,0.005,1.4,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
林鞠达,2022-03-15,3雀瞒,95.49,7.5,11.8,0.6,3.1,2.1,0.553,0.013,1.9,7.7,0,83,0,,,,,,,,,,,,,0.489,0.03,0.288,0.002,0.001,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-03-22,4雀瞒,95.28,6.8,12,1,3.1,2.8,0.556,0.017,2.1,7.8,0,83,0,,,,,,,,,,,,,0.475,0.034,0.304,0.009,0.001,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-03-29,5雀瞒,95.98,8.1,11,1.6,2.9,2.8,0.516,0.015,2.1,7.6,0,83,1,,,,,,,,,,,,,0.474,0.042,0.322,0.01,0.003,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2022-04-05,1雀瞒,95.85,9.1,11.2,1.8,3,3.9,0.575,0.022,2.1,7.8,0,84,1,0,0,0,0,0.00049,0,,,,,,,0.528,0.033,0.282,0.009,0.008,1.7,,0,,,,,,0,,,,,,,,,0,,,,,,
